Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,"10"" Quicksilver Channel 90 degree w/ end clips","Sorbo 10"" Quicksilver Channel - 90 degree w/ end clips",Regular,,SORBO-S1269,The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding the window. It cleans closer to the frame leaving less water and reaches into the corners. The squeegee rubber is secured with two exterior end clips. The adjustment slots or settings in the channel allow you to reposition the rubber/blade to the preferred firmness.,Tucker > Catalog,Tucker,"Sorbo 10"" Quicksilver Channel - 90 degree w/ end clips | AZ Cleaning Supplies",The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding...,sorbo-10-quicksilver-channel-90-degree-w-end-clips,,Hidden,Physical,1.001,"Sorbo 10"" Quicksilver Channel - 90 degree w/ end clips | AZ Cleaning Supplies",The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding...,N,N,N,N,13.44,,N,Y,N,Y,N,,,9.41,Tucker,SORBO-S1269,N,,,N,,,Y,,,N,,13.44
,12 volt waterproof rocker switch,12 Volt Waterproof On/Off Switch,Regular,,12015,These 12volt on/off waterproof switches are used on our 12-volt booster pump systems and Tucker® Fill N Go tank systems.,Tucker > Catalog,Tucker,12 Volt Waterproof On/Off Switch | Catalog | AZ Cleaning Supplies,These 12volt on/off waterproof switches are used on our 12-volt booster pump systems and Tucker® Fill N Go tank systems. Available at AZ Cleaning Supplies.,12volt-waterproof-on-off-switch,,Hidden,Physical,1.001,12 Volt Waterproof On/Off Switch | Catalog | AZ Cleaning Supplies,These 12volt on/off waterproof switches are used on our 12-volt booster pump systems and Tucker® Fill N Go tank systems. Available at AZ Cleaning Supplies.,N,N,N,N,81.93,,N,Y,N,Y,N,,,57.36,Tucker,12015,N,,,N,,,Y,,,N,,81.93
,"14"" Quicksilver Channel 40 degree w/ end clips","14"" Quicksilver Channel 40 degree w/ end clips",Regular,,SORBO-S1277,"14"" Quicksilver Channel 40 degree w/ end clips | Official Tucker SKU: SORBO-S1277 | Category: Catalog",Tucker > Catalog,Tucker,"14"" Quicksilver Channel 40 degree w/ end clips | AZ Cleaning Supplies","14"" Quicksilver Channel 40 degree w/ end clips. Category: Catalog. Vendor code: SORBO-S1277. Available at AZ Cleaning Supplies.",14-quicksilver-channel-40-degree-w-end-clips,,Hidden,Physical,,"14"" Quicksilver Channel 40 degree w/ end clips | AZ Cleaning Supplies","14"" Quicksilver Channel 40 degree w/ end clips. Category: Catalog. Vendor code: SORBO-S1277. Available at AZ Cleaning Supplies.",N,N,N,N,16.01,,N,Y,N,Y,N,,,11.21,Tucker,SORBO-S1277,N,,,N,,,Y,,,N,,16.01
,15' ECO BARE POLE (no tips included),Tucker® - Junior Water Fed Pole - Bare,Regular,,ECO-15-BARE,"TUCKER® - JUNIOR CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose Tucker® Ultra Valve This economy line of hybrid water fed poles are built right here in the USA. Carbon fiber and fiberglass gives the Tucker® Junior great rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up with our...",Tucker > Water Fed Pole Parts,Tucker,Tucker® - Junior Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - JUNIOR CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-junior-water-fed-pole-bare,,Hidden,Physical,6.001,Tucker® - Junior Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - JUNIOR CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,189.53,,N,Y,N,Y,N,,,132.67,Tucker,ECO-15-BARE,N,,,N,,,Y,,,N,,189.53
,150 foot Yellow 3/8 Hose with Garden Hose Fittings,"150' Length of Yellow 3/8"" ID Spot Free Hose",Regular,,T-3/8-150-YL,"150' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with brass male garden hose fitting on one end and female brass garden hose fitting on the other for easy connecting to our water systems and poles.",Tucker > Accessories,Tucker,"150' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","150' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",150-length-of-yellow-3-8-id-spot-free-hose,,Hidden,Physical,10,"150' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","150' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",N,N,N,N,187.83,,N,Y,N,Y,N,,,131.48,Tucker,T-3/8-150-YL,N,,,N,,,Y,,,N,,187.83
,"16"" x 2"" Velcro Strip (Single strip)",SINGLE Replacement Velcro for Alpha Scrubber XL Size,Regular,,V16X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the XL size Alpha Scrubber.",Tucker > Catalog,Tucker,SINGLE Replacement Velcro for Alpha Scrubber XL Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",replacement-velcro-for-alpha-scrubber-xl-size,,Hidden,Physical,0.5,SINGLE Replacement Velcro for Alpha Scrubber XL Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. Its easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,10.08,,N,Y,N,Y,N,,,7.06,Tucker,V16X2,N,,,N,,,Y,,,N,,10.08
,"18"" Quicksilver Channel 40 degree w/ end clips","18"" Quicksilver Channel 40 degree w/ end clips",Regular,,SORBO-S1285,"18"" Quicksilver Channel 40 degree w/ end clips | Official Tucker SKU: SORBO-S1285 | Category: Catalog",Tucker > Catalog,Tucker,"18"" Quicksilver Channel 40 degree w/ end clips | AZ Cleaning Supplies","18"" Quicksilver Channel 40 degree w/ end clips. Category: Catalog. Vendor code: SORBO-S1285. Available at AZ Cleaning Supplies.",18-quicksilver-channel-40-degree-w-end-clips,,Hidden,Physical,,"18"" Quicksilver Channel 40 degree w/ end clips | AZ Cleaning Supplies","18"" Quicksilver Channel 40 degree w/ end clips. Category: Catalog. Vendor code: SORBO-S1285. Available at AZ Cleaning Supplies.",N,N,N,N,18.63,,N,Y,N,Y,N,,,13.05,Tucker,SORBO-S1285,N,,,N,,,Y,,,N,,18.63
,1in Square Plastic Plug for Steel Frame,1in Square Plastic Plug for Steel Frame,Regular,,11031-STEEL,1in Square Plastic Plug for Steel Frame | Official Tucker SKU: 11031-STEEL | Category: Accessories,Tucker > Accessories,Tucker,1in Square Plastic Plug for Steel Frame | Accessories | AZ Cleaning Supplies,1in Square Plastic Plug for Steel Frame. Category: Accessories. Vendor code: 11031-STEEL. Available at AZ Cleaning Supplies.,1in-square-plastic-plug-for-steel-frame,,Hidden,Physical,,1in Square Plastic Plug for Steel Frame | Accessories | AZ Cleaning Supplies,1in Square Plastic Plug for Steel Frame. Category: Accessories. Vendor code: 11031-STEEL. Available at AZ Cleaning Supplies.,N,N,N,N,0.49,,N,Y,N,Y,N,,,0.35,Tucker,11031-STEEL,N,,,N,,,Y,,,N,,0.49
,2 Piece Ext Kit w/ Sec ECO-6 and ECO-7,2 Piece Extension Kit for 30,Regular,,ECO-40-EXT,"The Tucker® 30 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® ECO-30 poles. It comes with the Tucker® clamps that bolt on and carries a LIFETIME WARRANTY. This 2-piece extension is added to the base of your Tucker® 30 pole. This allows you to have an extra 10' of reach. Built in end protection on each section protects the carbon fiber. To add this extension, simply remove the end cap from your 30 and slide in into the top section of the extension. Note : We highly recommend you familiarize yourself with appropriate PPE to be used when working on or around electrical hazards including, but not limited to dielectric boots and gloves. Fore more safety information please see this page HERE",Tucker > Catalog,Tucker,2 Piece Extension Kit for 30 | Catalog | AZ Cleaning Supplies,The Tucker® 30 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® ECO-30 poles. It comes with the Tucker® clamps...,2-piece-extension-kit-for-eco-30,,Hidden,Physical,2,2 Piece Extension Kit for 30 | Catalog | AZ Cleaning Supplies,The Tucker® 30 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® ECO-30 poles. It comes with the Tucker® clamps...,N,N,N,N,407.16,,N,Y,N,Y,N,,,285.01,Tucker,ECO-40-EXT,N,,,N,,,Y,,,N,,407.16
,2 Piece Ext Kit w/ Sec ECO-8 and ECO-9,2 Piece Extension Kit for Tucker® 40,Regular,,ECO-50-EXT,"The Tucker® 40 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® 40 poles. It comes with the Tucker® clamps that bolt on and carries a LIFETIME WARRANTY. This 2-piece extension is added to the base of your Tucker® 40 pole. This allows you to have an extra 10' of reach. Built in end protection on each section protects the carbon fiber. To add this extension, simply remove the end cap from your 40 and slide in into the top section of the extension. Note : We highly recommend you familiarize yourself with appropriate PPE to be used when working on or around electrical hazards including, but not limited to dielectric boots and gloves. Fore more safety information please see this page HERE",Tucker > Catalog,Tucker,2 Piece Extension Kit for Tucker® 40 | Catalog | AZ Cleaning Supplies,The Tucker® 40 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® 40 poles. It comes with the Tucker® clamps...,2-piece-extension-kit-for-eco-40,,Hidden,Physical,2,2 Piece Extension Kit for Tucker® 40 | Catalog | AZ Cleaning Supplies,The Tucker® 40 extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® 40 poles. It comes with the Tucker® clamps...,N,N,N,N,524.13,,N,Y,N,Y,N,,,366.90,Tucker,ECO-50-EXT,N,,,N,,,Y,,,N,,524.13
,2 Piece Extension for ECO-MINI,Tucker® - MINI Extension,Regular,,ECO-MINI-EXT,"The Tucker® MINI extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® MINI and Solar Boost poles. It comes with the Tucker® clamps that bolt on and carry a LIFETIME WARRANTY. This 2-piece extension is added to the base of your Tucker® MINI pole. This allows you to have an extra 7' 8"" of reach. Built-in end protection on each section protects the carbon fiber. Note : We highly recommend you familiarize yourself with appropriate PPE to be used when working on or around electrical hazards including, but not limited to dielectric boots and gloves. Fore more safety information please see this page HERE This extension will not work with the Tucker® Bravo.",Tucker > Catalog,Tucker,Tucker® - MINI Extension | Catalog | AZ Cleaning Supplies,The Tucker® MINI extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® MINI and Solar Boost poles. It comes with...,tucker-mini-extension,,Hidden,Physical,5,Tucker® - MINI Extension | Catalog | AZ Cleaning Supplies,The Tucker® MINI extension is a 2-piece lightweight carbon fiber extension designed specifically for the Tucker® MINI and Solar Boost poles. It comes with...,N,N,N,N,284.31,,N,Y,N,Y,N,,,199.02,Tucker,ECO-MINI-EXT,N,,,N,,,Y,,,N,,284.31
,2 piece kit for upgrading to Loct System,2 Piece Kit for Upgrading to LOCT System,Regular,,T-LOCT-UGK,Upgrade your Tucker® water fed brush to the LOCT system! This upgrade kit includes the new Tucker® LOCT socket and LOCT end of the Tucker® Gooseneck. The new LOCT system from Tucker® provides the perfect brush position every time. This first of its kind design offers 3 locking positions and a unique user experience when compared to threaded sockets or square locking sockets.,Tucker > Catalog,Tucker,2 Piece Kit for Upgrading to LOCT System | Catalog | AZ Cleaning Supplies,Upgrade your Tucker® water fed brush to the LOCT system! This upgrade kit includes the new Tucker® LOCT socket and LOCT end of the Tucker® Gooseneck. The new...,2-piece-kit-for-upgrading-to-loct-system,,Hidden,Physical,1.001,2 Piece Kit for Upgrading to LOCT System | Catalog | AZ Cleaning Supplies,Upgrade your Tucker® water fed brush to the LOCT system! This upgrade kit includes the new Tucker® LOCT socket and LOCT end of the Tucker® Gooseneck. The new...,N,N,N,N,22.48,,N,Y,N,Y,N,,,15.74,Tucker,T-LOCT-UGK,N,,,N,,,Y,,,N,,22.48
,"2""x10"" Velcro Strip (Single strip)",SINGLE Replacement Velcro for Alpha Scrubber STD Size,Regular,,V10X2,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for replacing the complete backing on the standard size Alpha Scrubber.",Tucker > Catalog,Tucker,SINGLE Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",replacement-velcro-for-alpha-scrubber-std-size,,Hidden,Physical,0.5,SINGLE Replacement Velcro for Alpha Scrubber STD Size | AZ Cleaning Supplies,"The velcro on the Tucker® Alpha Scrubbers will wear out over time. It's easy to replace with these pre-cut pieces. This is the 2"" wide piece it requires for...",N,N,N,N,3.77,,N,Y,N,Y,N,,,2.65,Tucker,V10X2,N,,,N,,,Y,,,N,,3.77
,2.5in x 10in Carbon Filter,2.5in x 10in Carbon Filter,Regular,,20026,"The 2.5 x 10"" carbon pre-filter is the correct replacement filter for all of the Tucker® systems. These carbon block filters are made using 100% coconut shell carbon, a renewable and ecologically sustainable material. -5 Micron nominal filtration -Exceptionally low pressure drop -High dirt holding capacity -Extremely economical These will treat for chlorine only. This product will not help you with chloramines in your water supply. Our item number 20026-CK is superior to this and will work on both chlorine and chloramines.",Tucker > Pure Water Systems,Tucker,2.5in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 2.5 x 10"" carbon pre-filter is the correct replacement filter for all of the Tucker® systems. These carbon block filters are made using 100% coconut...",2-5in-x-10in-carbon-filter,,Hidden,Physical,,2.5in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 2.5 x 10"" carbon pre-filter is the correct replacement filter for all of the Tucker® systems. These carbon block filters are made using 100% coconut...",N,N,N,N,16.39,,N,Y,N,Y,N,,,11.48,Tucker,20026,N,,,N,,,Y,,,N,,16.39
,2.5in x 10in Carbon Filter / Chloramine Killer,2.5in x 10in Carbon Filter / Chloramine Killer,Regular,,20026-CK,"RHG Catalytic Carbon blocks contain specially formulated catalytic carbon. This is a specially enhanced carbon developed through an advanced process starting as Activated Carbon. By altering the electron structure of the carbon, it enhances its catalytic capability, enabling it to cause chemical reactions without changing its structure. As a result, it promotes a wide range of chemical reactions where conventional carbons are not effective. Catalytic Carbon provides another alternative to chemical treatment. Essentially, catalytic carbon is activated carbon with a modified carbon surface. Chloramines are used to control bacterial growth in distribution systems and to reduce the formation of trihalomethanes (THMs). Most Municipal water systems are now using chloramines to treat water (versus free chlorine), which dramatically reduces membrane performance (and lifetime). Chloramines should be treated as a mild oxidant and are recommended to be removed or reduced before contact with...",Tucker > Pure Water Systems,Tucker,2.5in x 10in Carbon Filter / Chloramine Killer | AZ Cleaning Supplies,RHG Catalytic Carbon blocks contain specially formulated catalytic carbon. This is a specially enhanced carbon developed through an advanced process starting...,2-5in-x-10in-carbon-filter-chloramine-killer,,Hidden,Physical,,2.5in x 10in Carbon Filter / Chloramine Killer | AZ Cleaning Supplies,RHG Catalytic Carbon blocks contain specially formulated catalytic carbon. This is a specially enhanced carbon developed through an advanced process starting...,N,N,N,N,69.44,,N,Y,N,Y,N,,,48.61,Tucker,20026-CK,N,,,N,,,Y,,,N,,69.44
,2.5in x 10in CLEAR Housing w/ 1/2in inlets,"2.5"" x 10"" Filter Housing",Regular,,20047-CLR,"This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the replacement for it. 1/2"" inlet and outlet. Does not include the filter or the housing wrench. Does not include hardware for mounting. Great clear option so you can see your filters.",Tucker > Catalog,Tucker,"2.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies",This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours...,2-5-x-10-filter-housing,,Hidden,Physical,1.001,"2.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies",This is the sediment and carbon filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours...,N,N,N,N,86.60,,N,Y,N,Y,N,,,60.62,Tucker,20047-CLR,N,,,N,,,Y,,,N,,86.60
,2.5in x 10in Sediment Filter,"2.5 x 10"" Sediment Filter",Regular,,TUCKER-2-5IN-X-10IN-SEDIMENT-FILTER,"This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI cart. 5 micron nominal filtration FDA listed materials Manufactured from 100% pure polypropylene fibers High dirt holding capacity High efficiency, low pressure drop, and long life",Tucker > Pure Water Systems,Tucker,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",2-5-x-10-sediment-filter,,Hidden,Physical,1.001,"2.5 x 10"" Sediment Filter | Pure Water Systems | AZ Cleaning Supplies","This sediment filter fits the 2.5 x 10"" filter housings and is the replacement sediment filter for the Tucker® Fill N Go Tank systems and Tucker® S4 RO/DI...",N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,20025,N,,,N,,,Y,,,N,,6.83
,2.5in x 10in Sediment/Carbon Filter,"2.5 x 10"" Sediment / Carbon Combo Filter",Regular,,20025/26,"This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This filter essentially turns your 3 stage system into a 4 stage! 5 micron nominal filtration-Chloramine / carbon filtration-FDA listed materials Manufactured from 100% pure polypropylene fibers High dirt holding capacity High efficiency, low pressure drop, and long life Housing not included - for demonstration purposes only.",Tucker > Pure Water Systems,Tucker,"2.5 x 10"" Sediment / Carbon Combo Filter | AZ Cleaning Supplies","This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This...",2-5-x-10-sediment-carbon-combo-filter,,Hidden,Physical,1.001,"2.5 x 10"" Sediment / Carbon Combo Filter | AZ Cleaning Supplies","This all-new filter offers a unique combination of sediment and chloramine filtration and fits the 2.5 x 10"" filter housings on the Tucker® Rival Carts. This...",N,N,N,N,28.10,,N,Y,N,Y,N,,,19.68,Tucker,20025/26,N,,,N,,,Y,,,N,,28.10
,21in Filter Insert (EMPTY),"4 x 21"" Filter Cartridge - Refillable",Regular,,20051,"Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different manufacturers. Fill with our virgin bulk DI resin to save big on your filter cost. Holds 1/10 of a cubic foot of DI resin.",Tucker > Pure Water Systems,Tucker,"4 x 21"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different...",4-x-21-filter-cartridge-refillable,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x21"" housings? This is it. These refillable cartridges fit the 4x21"" housings from many different...",N,N,N,N,52.60,,N,Y,N,Y,N,,,36.82,Tucker,20051,N,,,N,,,Y,,,N,,52.60
,3 pack of filters for hydrocart,3 pack of filters for hydrocart,Regular,,20025-3,3 pack of filters for hydrocart | Official Tucker SKU: 20025-3 | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,3 pack of filters for hydrocart | Pure Water Systems | AZ Cleaning Supplies,3 pack of filters for hydrocart. Category: Pure Water Systems. Vendor code: 20025-3. Available at AZ Cleaning Supplies.,3-pack-of-filters-for-hydrocart,,Hidden,Physical,,3 pack of filters for hydrocart | Pure Water Systems | AZ Cleaning Supplies,3 pack of filters for hydrocart. Category: Pure Water Systems. Vendor code: 20025-3. Available at AZ Cleaning Supplies.,N,N,N,N,105.77,,N,Y,N,Y,N,,,74.04,Tucker,20025-3,N,,,N,,,Y,,,N,,105.77
